date,rad
2022-05-27 19:00,0.59
2022-05-27 20:00,0.06
2022-05-28 6:00,0.08
2022-05-28 7:00,0.54
2022-05-28 8:00,1.16
2022-05-28 9:00,1.64
2022-05-28 10:00,1.94
2022-05-28 11:00,2.28
2022-05-28 12:00,2.4
2022-05-28 13:00,2.43
2022-05-28 14:00,2.66
2022-05-28 15:00,2.79
2022-05-28 16:00,2.6
2022-05-28 17:00,2.04
2022-05-28 18:00,1.28
2022-05-28 19:00,0.55
2022-05-28 20:00,0.06
2022-05-29 6:00,0.06
2022-05-29 7:00,0.56
2022-05-29 8:00,1.29
2022-05-29 9:00,2.05
2022-05-29 10:00,2.71
2022-05-29 11:00,3.06
2022-05-29 12:00,3.18
2022-05-29 13:00,3.11
2022-05-29 14:00,2.46
2022-05-29 15:00,2.88
2022-05-29 16:00,2.75
2022-05-29 17:00,1.97
2022-05-29 18:00,1.24
2022-05-29 19:00,0.54
2022-05-29 20:00,0.06
2022-05-30 6:00,0.02
2022-05-30 7:00,0.21
2022-05-30 8:00,0.56
2022-05-30 9:00,1.02
2022-05-30 10:00,0.93
2022-05-30 11:00,2.15
2022-05-30 12:00,1.43
2022-05-30 13:00,1.24
2022-05-30 14:00,1.1
2022-05-30 15:00,1.2
2022-05-30 16:00,0.53
2022-05-30 17:00,0.33
2022-05-30 18:00,0.22
2022-05-30 19:00,0.08
2022-05-30 20:00,0.02
2022-05-31 6:00,0.08
2022-05-31 7:00,0.62
2022-05-31 8:00,1.35
2022-05-31 9:00,2.06
2022-05-31 10:00,2.65
2022-05-31 11:00,3.09
2022-05-31 12:00,3.4
2022-05-31 13:00,3.53
2022-05-31 14:00,3.39
2022-05-31 15:00,3.07
2022-05-31 16:00,2.6
2022-05-31 17:00,1.95
2022-05-31 18:00,1.23
2022-05-31 19:00,0.4
2022-05-31 20:00,0.05
2022-06-01 6:00,0.07
2022-06-01 7:00,0.56
2022-06-01 8:00,1.12
2022-06-01 9:00,2.01
2022-06-01 10:00,2.62
2022-06-01 11:00,3.1
2022-06-01 12:00,3.45
2022-06-01 13:00,3.59
2022-06-01 14:00,3.47
2022-06-01 15:00,3.18
2022-06-01 16:00,2.72
2022-06-01 17:00,2.08
2022-06-01 18:00,1.37
2022-06-01 19:00,0.61
2022-06-01 20:00,0.08
2022-06-02 6:00,0.08
2022-06-02 7:00,0.53
2022-06-02 8:00,1.26
2022-06-02 9:00,2.01
2022-06-02 10:00,2.61
2022-06-02 11:00,3.08
2022-06-02 12:00,3.43
2022-06-02 13:00,3.55
2022-06-02 14:00,3.33
2022-06-02 15:00,3.04
2022-06-02 16:00,2.53
2022-06-02 17:00,1.92
2022-06-02 18:00,1.21
2022-06-02 19:00,0.52
2022-06-02 20:00,0.07
2022-06-03 6:00,0.02
2022-06-03 7:00,0.27
2022-06-03 8:00,0.54
2022-06-03 9:00,1.62
2022-06-03 10:00,2.52
2022-06-03 11:00,3.0
2022-06-03 12:00,3.32
2022-06-03 13:00,3.45
2022-06-03 14:00,3.31
2022-06-03 15:00,3.0
2022-06-03 16:00,2.43
2022-06-03 17:00,1.91
2022-06-03 18:00,1.22
2022-06-03 19:00,0.51
2022-06-03 20:00,0.09
2022-06-04 6:00,0.08
2022-06-04 7:00,0.43
2022-06-04 8:00,1.04
2022-06-04 9:00,1.76
2022-06-04 10:00,2.31
2022-06-04 11:00,2.72
2022-06-04 12:00,2.73
2022-06-04 13:00,2.81
2022-06-04 14:00,2.76
2022-06-04 15:00,2.11
2022-06-04 16:00,1.14
2022-06-04 17:00,0.97
2022-06-04 18:00,0.53
2022-06-04 19:00,0.25
2022-06-04 20:00,0.04
2022-06-05 6:00,0.0
2022-06-05 7:00,0.06
2022-06-05 8:00,0.21
2022-06-05 9:00,0.54
2022-06-05 10:00,0.52
2022-06-05 11:00,0.64
2022-06-05 12:00,0.74
2022-06-05 13:00,0.75
2022-06-05 14:00,0.61
2022-06-05 15:00,0.46
2022-06-05 16:00,0.37
2022-06-05 17:00,0.22
2022-06-05 18:00,0.11
2022-06-05 19:00,0.04
2022-06-05 20:00,0.01
2022-06-06 6:00,0.02
2022-06-06 7:00,0.37
2022-06-06 8:00,0.57
2022-06-06 9:00,0.79
2022-06-06 10:00,0.83
2022-06-06 11:00,0.56
2022-06-06 12:00,0.69
2022-06-06 13:00,1.09
2022-06-06 14:00,1.56
2022-06-06 15:00,2.4
2022-06-06 16:00,1.25
2022-06-06 17:00,1.1
2022-06-06 18:00,1.15
2022-06-06 19:00,0.62
2022-06-06 20:00,0.09
2022-06-07 6:00,0.07
2022-06-07 7:00,0.54
2022-06-07 8:00,1.18
2022-06-07 9:00,1.36
2022-06-07 10:00,1.16
2022-06-07 11:00,0.87
2022-06-07 12:00,0.4
2022-06-07 13:00,0.39
2022-06-07 14:00,0.48
2022-06-07 15:00,0.38
2022-06-07 16:00,0.36
2022-06-07 17:00,0.26
2022-06-07 18:00,0.33
2022-06-07 19:00,0.18
2022-06-07 20:00,0.04
2022-06-08 6:00,0.08
2022-06-08 7:00,0.57
2022-06-08 8:00,0.73
2022-06-08 9:00,1.19
2022-06-08 10:00,1.48
2022-06-08 11:00,2.0
2022-06-08 12:00,2.65
2022-06-08 13:00,3.56
2022-06-08 14:00,3.35
2022-06-08 15:00,3.33
2022-06-08 16:00,2.67
2022-06-08 17:00,2.07
2022-06-08 18:00,1.09
2022-06-08 19:00,0.2
2022-06-08 20:00,0.03
2022-06-09 6:00,0.02
2022-06-09 7:00,0.35
2022-06-09 8:00,0.64
2022-06-09 9:00,1.53
2022-06-09 10:00,1.71
2022-06-09 11:00,2.45
2022-06-09 12:00,2.9
2022-06-09 13:00,3.4
2022-06-09 14:00,2.36
2022-06-09 15:00,1.83
2022-06-09 16:00,0.96
2022-06-09 17:00,1.5
2022-06-09 18:00,0.83
2022-06-09 19:00,0.46
2022-06-09 20:00,0.05
2022-06-10 6:00,0.05
2022-06-10 7:00,0.43
2022-06-10 8:00,1.07
2022-06-10 9:00,1.77
2022-06-10 10:00,2.32
2022-06-10 11:00,2.84
2022-06-10 12:00,2.93
2022-06-10 13:00,2.3
2022-06-10 14:00,2.58
2022-06-10 15:00,1.94
2022-06-10 16:00,1.22
2022-06-10 17:00,0.96
2022-06-10 18:00,0.69
2022-06-10 19:00,0.37
2022-06-10 20:00,0.07
2022-06-11 6:00,0.02
2022-06-11 7:00,0.21
2022-06-11 8:00,0.71
2022-06-11 9:00,1.53
2022-06-11 10:00,2.42
2022-06-11 11:00,2.86
2022-06-11 12:00,3.12
2022-06-11 13:00,3.11
2022-06-11 14:00,2.98
2022-06-11 15:00,2.24
2022-06-11 16:00,2.28
2022-06-11 17:00,0.82
2022-06-11 18:00,0.75
2022-06-11 19:00,0.28
2022-06-11 20:00,0.1
2022-06-12 6:00,0.06
2022-06-12 7:00,0.46
2022-06-12 8:00,1.16
2022-06-12 9:00,1.86
2022-06-12 10:00,2.53
2022-06-12 11:00,2.87
2022-06-12 12:00,3.14
2022-06-12 13:00,2.68
2022-06-12 14:00,1.38
2022-06-12 15:00,1.77
2022-06-12 16:00,1.8
2022-06-12 17:00,1.3
2022-06-12 18:00,0.66
2022-06-12 19:00,0.23
2022-06-12 20:00,0.05
2022-06-13 6:00,0.05
2022-06-13 7:00,0.33
2022-06-13 8:00,0.92
2022-06-13 9:00,1.52
2022-06-13 10:00,2.17
2022-06-13 11:00,2.91
2022-06-13 12:00,2.6
2022-06-13 13:00,2.77
2022-06-13 14:00,2.8
2022-06-13 15:00,2.88
2022-06-13 16:00,2.65
2022-06-13 17:00,1.77
2022-06-13 18:00,1.07
2022-06-13 19:00,0.57
2022-06-13 20:00,0.12
2022-06-14 6:00,0.02
2022-06-14 7:00,0.12
2022-06-14 8:00,0.26
2022-06-14 9:00,0.42
2022-06-14 10:00,0.71
2022-06-14 11:00,1.38
2022-06-14 12:00,0.92
2022-06-14 13:00,0.46
2022-06-14 14:00,0.58
2022-06-14 15:00,0.86
2022-06-14 16:00,0.78
2022-06-14 17:00,0.48
2022-06-14 18:00,0.28
2022-06-14 19:00,0.1
2022-06-14 20:00,0.02
2022-06-15 6:00,0.01
2022-06-15 7:00,0.13
2022-06-15 8:00,0.16
2022-06-15 9:00,0.23
2022-06-15 10:00,0.16
2022-06-15 11:00,1.65
2022-06-15 12:00,2.09
2022-06-15 13:00,1.53
2022-06-15 14:00,1.54
2022-06-15 15:00,1.41
2022-06-15 16:00,2.13
2022-06-15 17:00,1.93
2022-06-15 18:00,1.12
2022-06-15 19:00,0.36
2022-06-15 20:00,0.04
2022-06-16 6:00,0.04
2022-06-16 7:00,0.29
2022-06-16 8:00,0.39
2022-06-16 9:00,0.49
2022-06-16 10:00,1.79
2022-06-16 11:00,2.32
2022-06-16 12:00,2.61
2022-06-16 13:00,3.33
2022-06-16 14:00,2.93
2022-06-16 15:00,2.82
2022-06-16 16:00,3.01
2022-06-16 17:00,2.07
2022-06-16 18:00,1.3
2022-06-16 19:00,0.66
2022-06-16 20:00,0.12
2022-06-17 6:00,0.06
2022-06-17 7:00,0.47
2022-06-17 8:00,1.09
2022-06-17 9:00,1.4
2022-06-17 10:00,0.7
2022-06-17 11:00,0.93
2022-06-17 12:00,1.9
2022-06-17 13:00,1.38
2022-06-17 14:00,2.34
2022-06-17 15:00,2.57
2022-06-17 16:00,2.44
2022-06-17 17:00,1.9
2022-06-17 18:00,1.05
2022-06-17 19:00,0.24
2022-06-17 20:00,0.03
2022-06-18 6:00,0.05
2022-06-18 7:00,0.29
2022-06-18 8:00,0.8
2022-06-18 9:00,1.79
2022-06-18 10:00,1.65
2022-06-18 11:00,1.49
2022-06-18 12:00,2.32
2022-06-18 13:00,1.99
2022-06-18 14:00,1.31
2022-06-18 15:00,1.01
2022-06-18 16:00,1.78
2022-06-18 17:00,1.88
2022-06-18 18:00,1.18
2022-06-18 19:00,0.51
2022-06-18 20:00,0.09
2022-06-19 6:00,0.04
2022-06-19 7:00,0.18
2022-06-19 8:00,0.37
2022-06-19 9:00,1.07
2022-06-19 10:00,2.02
2022-06-19 11:00,1.18
2022-06-19 12:00,1.19
2022-06-19 13:00,1.77
2022-06-19 14:00,1.78
2022-06-19 15:00,1.63
2022-06-19 16:00,1.6
2022-06-19 17:00,0.93
2022-06-19 18:00,0.54
2022-06-19 19:00,0.22
2022-06-19 20:00,0.04
2022-06-20 6:00,0.04
2022-06-20 7:00,0.26
2022-06-20 8:00,0.76
2022-06-20 9:00,1.01
2022-06-20 10:00,1.58
2022-06-20 11:00,2.8
2022-06-20 12:00,2.73
2022-06-20 13:00,3.31
2022-06-20 14:00,3.14
2022-06-20 15:00,2.96
2022-06-20 16:00,2.09
2022-06-20 17:00,1.91
2022-06-20 18:00,1.02
2022-06-20 19:00,0.51
2022-06-20 20:00,0.09
2022-06-21 6:00,0.05
2022-06-21 7:00,0.43
2022-06-21 8:00,1.05
2022-06-21 9:00,1.76
2022-06-21 10:00,2.42
2022-06-21 11:00,2.93
2022-06-21 12:00,3.23
2022-06-21 13:00,3.37
2022-06-21 14:00,2.78
2022-06-21 15:00,2.96
2022-06-21 16:00,2.39
2022-06-21 17:00,1.87
2022-06-21 18:00,1.18
2022-06-21 19:00,0.54
2022-06-21 20:00,0.1
2022-06-22 6:00,0.02
2022-06-22 7:00,0.17
2022-06-22 8:00,0.47
2022-06-22 9:00,1.57
2022-06-22 10:00,2.47
2022-06-22 11:00,3.01
2022-06-22 12:00,3.26
2022-06-22 13:00,3.41
2022-06-22 14:00,3.33
2022-06-22 15:00,2.89
2022-06-22 16:00,2.46
2022-06-22 17:00,1.95
2022-06-22 18:00,1.26
2022-06-22 19:00,0.6
2022-06-22 20:00,0.08
2022-06-23 6:00,0.07
2022-06-23 7:00,0.51
2022-06-23 8:00,0.89
2022-06-23 9:00,0.94
2022-06-23 10:00,1.25
2022-06-23 11:00,1.38
2022-06-23 12:00,0.51
2022-06-23 13:00,0.28
2022-06-23 14:00,0.16
2022-06-23 15:00,0.31
2022-06-23 16:00,0.3
2022-06-23 17:00,0.18
2022-06-23 18:00,0.22
2022-06-23 19:00,0.05
2022-06-23 20:00,0.01
2022-06-24 6:00,0.01
2022-06-24 7:00,0.06
2022-06-24 8:00,0.28
2022-06-24 9:00,1.21
2022-06-24 10:00,2.22
2022-06-24 11:00,2.63
2022-06-24 12:00,1.87
2022-06-24 13:00,1.95
2022-06-24 14:00,2.86
2022-06-24 15:00,3.1
2022-06-24 16:00,2.77
2022-06-24 17:00,1.95
2022-06-24 18:00,1.16
2022-06-24 19:00,0.38
2022-06-24 20:00,0.11
2022-06-25 6:00,0.05
2022-06-25 7:00,0.18
2022-06-25 8:00,0.39
2022-06-25 9:00,1.49
2022-06-25 10:00,1.35
2022-06-25 11:00,2.23
2022-06-25 12:00,2.94
2022-06-25 13:00,3.33
2022-06-25 14:00,3.18
2022-06-25 15:00,3.13
2022-06-25 16:00,2.69
2022-06-25 17:00,1.92
2022-06-25 18:00,1.31
2022-06-25 19:00,0.59
2022-06-25 20:00,0.09
2022-06-26 6:00,0.03
2022-06-26 7:00,0.27
2022-06-26 8:00,0.45
2022-06-26 9:00,0.4
2022-06-26 10:00,0.93
2022-06-26 11:00,1.95
2022-06-26 12:00,0.62
2022-06-26 13:00,0.94
2022-06-26 14:00,0.74
2022-06-26 15:00,1.02
2022-06-26 16:00,0.87
2022-06-26 17:00,1.13
2022-06-26 18:00,1.24
2022-06-26 19:00,0.46
2022-06-26 20:00,0.09
2022-06-27 6:00,0.01
2022-06-27 7:00,0.12
2022-06-27 8:00,0.4
2022-06-27 9:00,0.71
2022-06-27 10:00,1.2
2022-06-27 11:00,1.21
2022-06-27 12:00,1.86
2022-06-27 13:00,1.83
2022-06-27 14:00,0.97
2022-06-27 15:00,0.91
2022-06-27 16:00,1.06
2022-06-27 17:00,0.56
2022-06-27 18:00,0.47
2022-06-27 19:00,0.23
2022-06-27 20:00,0.05
2022-06-28 6:00,0.02
2022-06-28 7:00,0.18
2022-06-28 8:00,0.44
2022-06-28 9:00,1.04
2022-06-28 10:00,1.86
2022-06-28 11:00,2.46
2022-06-28 12:00,2.65
2022-06-28 13:00,2.5
2022-06-28 14:00,1.56
2022-06-28 15:00,1.72
2022-06-28 16:00,1.48
2022-06-28 17:00,0.83
2022-06-28 18:00,0.54
2022-06-28 19:00,0.24
2022-06-28 20:00,0.05
2022-06-29 6:00,0.01
2022-06-29 7:00,0.12
2022-06-29 8:00,0.14
2022-06-29 9:00,0.36
2022-06-29 10:00,0.58
2022-06-29 11:00,0.66
2022-06-29 12:00,0.54
2022-06-29 13:00,0.77
2022-06-29 14:00,1.08
2022-06-29 15:00,1.22
2022-06-29 16:00,0.89
2022-06-29 17:00,0.71
2022-06-29 18:00,0.14
2022-06-29 19:00,0.04
2022-06-29 20:00,0.0
2022-06-30 6:00,0.03
2022-06-30 7:00,0.23
2022-06-30 8:00,0.27
2022-06-30 9:00,0.58
2022-06-30 10:00,1.09
2022-06-30 11:00,2.3
2022-06-30 12:00,2.1
2022-06-30 13:00,1.6
2022-06-30 14:00,3.0
2022-06-30 15:00,2.0
2022-06-30 16:00,1.29
2022-06-30 17:00,0.69
2022-06-30 18:00,0.57
2022-06-30 19:00,0.47
2022-06-30 20:00,0.08
2022-07-01 6:00,0.07
2022-07-01 7:00,0.51
2022-07-01 8:00,1.25
2022-07-01 9:00,1.91
2022-07-01 10:00,2.2
2022-07-01 11:00,2.76
2022-07-01 12:00,3.37
2022-07-01 13:00,2.83
2022-07-01 14:00,2.56
2022-07-01 15:00,2.13
2022-07-01 16:00,2.65
2022-07-01 17:00,1.41
2022-07-01 18:00,0.81
2022-07-01 19:00,0.68
2022-07-01 20:00,0.13
2022-07-02 6:00,0.09
2022-07-02 7:00,0.65
2022-07-02 8:00,1.14
2022-07-02 9:00,1.83
2022-07-02 10:00,2.5
2022-07-02 11:00,3.15
2022-07-02 12:00,3.35
2022-07-02 13:00,3.29
2022-07-02 14:00,3.52
2022-07-02 15:00,2.85
2022-07-02 16:00,2.25
2022-07-02 17:00,1.55
2022-07-02 18:00,1.15
2022-07-02 19:00,0.67
2022-07-02 20:00,0.13
2022-07-03 6:00,0.03
2022-07-03 7:00,0.33
2022-07-03 8:00,1.01
2022-07-03 9:00,1.71
2022-07-03 10:00,2.38
2022-07-03 11:00,2.83
2022-07-03 12:00,2.62
2022-07-03 13:00,2.61
2022-07-03 14:00,2.6
2022-07-03 15:00,2.01
2022-07-03 16:00,0.77
2022-07-03 17:00,0.73
2022-07-03 18:00,0.51
2022-07-03 19:00,0.07
2022-07-03 20:00,0.02
2022-07-04 6:00,0.07
2022-07-04 7:00,0.41
2022-07-04 8:00,1.09
2022-07-04 9:00,1.25
2022-07-04 10:00,2.12
2022-07-04 11:00,2.39
2022-07-04 12:00,2.55
2022-07-04 13:00,2.19
2022-07-04 14:00,2.13
2022-07-04 15:00,1.11
2022-07-04 16:00,0.79
2022-07-04 17:00,0.48
2022-07-04 18:00,0.37
2022-07-04 19:00,0.32
2022-07-04 20:00,0.05
2022-07-05 6:00,0.03
2022-07-05 7:00,0.24
2022-07-05 8:00,0.39
2022-07-05 9:00,0.85
2022-07-05 10:00,1.53
2022-07-05 11:00,0.98
2022-07-05 12:00,2.22
2022-07-05 13:00,1.62
2022-07-05 14:00,2.4
2022-07-05 15:00,2.71
2022-07-05 16:00,2.51
2022-07-05 17:00,0.98
2022-07-05 18:00,0.88
2022-07-05 19:00,0.42
2022-07-05 20:00,0.14
2022-07-06 6:00,0.03
2022-07-06 7:00,0.27
2022-07-06 8:00,0.83
2022-07-06 9:00,0.93
2022-07-06 10:00,1.96
2022-07-06 11:00,1.76
2022-07-06 12:00,2.25
2022-07-06 13:00,2.35
2022-07-06 14:00,3.59
2022-07-06 15:00,3.04
2022-07-06 16:00,1.53
2022-07-06 17:00,0.93
2022-07-06 18:00,0.42
2022-07-06 19:00,0.33
2022-07-06 20:00,0.1
2022-07-07 6:00,0.03
2022-07-07 7:00,0.47
2022-07-07 8:00,0.82
2022-07-07 9:00,2.01
2022-07-07 10:00,2.2
2022-07-07 11:00,2.52
2022-07-07 12:00,2.45
2022-07-07 13:00,1.98
2022-07-07 14:00,1.42
2022-07-07 15:00,1.12
2022-07-07 16:00,0.96
2022-07-07 17:00,1.43
2022-07-07 18:00,0.43
2022-07-07 19:00,0.13
2022-07-07 20:00,0.08
2022-07-08 6:00,0.0
2022-07-08 7:00,0.09
2022-07-08 8:00,0.19
2022-07-08 9:00,0.49
2022-07-08 10:00,0.76
2022-07-08 11:00,1.18
2022-07-08 12:00,1.27
2022-07-08 13:00,1.45
2022-07-08 14:00,1.84
2022-07-08 15:00,1.48
2022-07-08 16:00,1.65
2022-07-08 17:00,1.54
2022-07-08 18:00,1.32
2022-07-08 19:00,0.58
2022-07-08 20:00,0.08
2022-07-09 6:00,0.02
2022-07-09 7:00,0.17
2022-07-09 8:00,0.34
2022-07-09 9:00,0.75
2022-07-09 10:00,0.83
2022-07-09 11:00,0.61
2022-07-09 12:00,1.06
2022-07-09 13:00,1.91
2022-07-09 14:00,1.98
2022-07-09 15:00,1.46
2022-07-09 16:00,0.69
2022-07-09 17:00,0.57
2022-07-09 18:00,0.84
2022-07-09 19:00,0.52
2022-07-09 20:00,0.08
2022-07-10 6:00,0.03
2022-07-10 7:00,0.25
2022-07-10 8:00,0.4
2022-07-10 9:00,0.81
2022-07-10 10:00,1.8
2022-07-10 11:00,2.84
2022-07-10 12:00,3.01
2022-07-10 13:00,2.93
2022-07-10 14:00,2.7
2022-07-10 15:00,2.69
2022-07-10 16:00,2.21
2022-07-10 17:00,1.74
2022-07-10 18:00,0.81
2022-07-10 19:00,0.3
2022-07-10 20:00,0.04
2022-07-11 6:00,0.0
2022-07-11 7:00,0.04
